Name,l_deg,b_deg,RA_deg,Dec_deg,dRA_asec,dDec_asec,Peak_mJybm,dPeak_mJybm,Flux_mJy,dFlux_mJy,Angscale_asec,dAngscale_asec,AngscaleDecon_asec,gaussMajor_asec,dGaussMajor_asec,gaussMinor_asec,dGaussMminor_asec,gaussPosangle_deg,dGaussPosangle_deg,RMS_mJybm,Sky_mJybm,Sigma,mType,fArtefact,fCluster,fEdge,fHiNoise,fHi5Sig,fNearBright,fSmoothWeighting,fOverlap7sig,fOverlap5sig
G010.0500-00.6863,010.04996,-00.68627,272.60697,-20.57849,01.71,01.68,00005.19,00000.53,00012.24,00002.46,02.936,00.064,02.5,,,,,,,00.37,-0.008,0013.0,P,0,0,0,0,0,0,0,0,0
G010.1232-00.9590,010.12318,-00.95903,272.90001,-20.64600,00.10,00.10,00015.42,00001.42,00022.61,00002.18,01.816,00.041,01.0,01.993,00.066,01.655,00.050,163.295,04.876,00.34,-0.008,0044.6,G,0,1,0,0,0,0,0,0,0
G010.1237-00.9564,010.12369,-00.95637,272.89778,-20.64427,00.11,00.11,00008.78,00000.86,00009.88,00001.12,01.591,00.053,,01.688,00.083,01.500,00.068,80.854,13.839,00.34,-0.009,0024.6,G,0,1,0,0,0,0,0,0,0
G010.2966+00.8805,010.29659,+00.88048,271.27644,-19.60106,00.25,00.25,00021.12,00001.89,00126.07,00012.72,04.875,00.014,04.6,,,,,,,00.44,-0.012,0047.2,P,0,1,0,0,0,0,0,0,0
G010.2999+00.8788,010.29992,+00.87881,271.27982,-19.59932,00.55,00.65,00007.48,00000.72,00043.35,00005.57,03.614,00.029,03.3,,,,,,,00.42,-0.014,0016.9,P,0,1,0,0,0,0,0,0,0
G010.8304-00.8875,010.83044,-00.88755,273.19537,-19.99142,00.16,00.22,00004.86,00000.67,00011.28,00001.98,02.286,00.192,01.7,02.675,00.345,01.954,00.209,165.318,13.368,00.47,-0.005,0009.6,G,0,0,0,1,0,0,0,0,0
G011.0541+00.4864,011.05412,+00.48641,272.03290,-19.13237,00.11,00.11,00011.63,00001.11,00014.68,00001.55,01.685,00.049,,01.814,00.079,01.565,00.061,112.390,09.187,00.38,-0.004,0029.3,G,0,1,0,0,0,0,0,1,0
G011.0548+00.4866,011.05481,+00.48665,272.03303,-19.13165,00.14,00.15,00004.02,00000.54,00004.65,00000.91,01.612,00.127,,01.732,00.205,01.500,00.156,155.073,28.713,00.38,-0.004,0009.3,G,0,1,0,0,0,0,0,1,0
G011.4539-00.9359,011.45390,-00.93586,273.55751,-19.46726,00.10,00.10,00013.17,00001.22,00013.17,00001.32,01.500,00.036,,01.500,00.053,01.500,00.050,176.087,32.001,00.34,-0.000,0037.4,G,0,1,0,0,0,0,0,1,0
G011.4545-00.9354,011.45452,-00.93537,273.55736,-19.46648,00.21,00.20,00002.10,00000.40,00002.10,00000.71,01.500,00.216,,01.500,00.314,01.500,00.297,98.014,90.000,00.34,0.005,0007.5,G,0,1,0,0,0,0,0,1,0
G011.7182-00.9321,011.71824,-00.93205,273.68784,-19.23333,00.68,00.67,00015.29,00001.39,00032.06,00004.36,02.523,00.026,02.0,,,,,,,00.36,0.010,0041.5,P,0,0,0,0,0,0,0,0,0
G011.9222+01.0978,011.92218,+01.09779,271.91397,-18.07669,00.11,00.11,00006.45,00000.67,00006.80,00000.88,01.540,00.067,,01.567,00.095,01.514,00.093,72.435,90.000,00.35,-0.004,0017.5,G,0,0,0,0,0,0,0,0,0
G011.9709+00.1913,011.97091,+00.19130,272.77421,-18.47275,00.10,00.10,00023.89,00002.16,00029.50,00002.73,01.667,00.030,,01.770,00.046,01.570,00.039,13.213,05.114,00.38,0.014,0060.9,G,0,0,0,0,0,0,0,0,0
G012.0466-00.4138,012.04664,-00.41384,273.37253,-18.69705,00.10,00.10,00032.83,00002.95,00039.00,00003.58,01.635,00.028,,01.722,00.042,01.553,00.037,08.183,05.081,00.42,-0.018,0076.1,G,0,0,0,0,0,0,0,0,1
G012.1225-00.5000,012.12253,-00.49999,273.49050,-18.67157,01.44,01.43,00005.75,00000.59,00010.96,00001.55,02.362,00.042,01.8,,,,,,,00.38,-0.026,0014.2,P,0,0,0,0,0,0,0,0,0
G012.6550-00.9622,012.65497,-00.96224,274.18704,-18.42402,00.18,00.18,00003.02,00000.45,00004.76,00001.00,01.884,00.179,01.1,01.897,00.257,01.871,00.251,147.382,90.000,00.34,-0.003,0008.4,G,0,0,0,0,0,0,0,0,0
G012.7429+00.5405,012.74289,+00.54048,272.84345,-17.62804,00.12,00.12,00006.08,00000.67,00006.67,00000.95,01.571,00.079,,01.645,00.121,01.500,00.102,47.853,28.371,00.38,0.005,0015.6,G,0,1,0,0,0,0,0,0,0
G012.7438+00.5379,012.74383,+00.53787,272.84633,-17.62848,00.11,00.10,00011.38,00001.08,00011.38,00001.22,01.500,00.043,,01.500,00.063,01.500,00.060,89.920,48.748,00.38,0.011,0030.7,G,0,1,0,0,0,0,0,0,0
G013.4578-00.4588,013.45781,-00.45885,274.12259,-17.47845,00.22,00.15,00004.13,00000.55,00008.23,00001.43,02.118,00.169,01.5,02.678,00.344,01.674,00.158,67.976,07.690,00.38,-0.004,0010.5,G,0,1,0,0,0,0,0,1,0
G013.4585-00.4594,013.45848,-00.45938,274.12342,-17.47811,00.11,00.11,00010.56,00001.02,00013.80,00001.50,01.715,00.054,,01.866,00.088,01.577,00.066,30.097,08.839,00.38,-0.001,0027.2,G,0,1,0,0,0,0,0,1,0
G013.8700+00.5408,013.87003,+00.54082,273.40939,-16.63918,00.11,00.11,00007.59,00000.77,00008.37,00001.01,01.575,00.060,,01.655,00.092,01.500,00.077,04.556,19.508,00.36,-0.001,0019.0,G,0,0,0,0,0,0,0,0,0
G013.8826+00.5410,013.88256,+00.54099,273.41550,-16.62809,00.10,00.10,00011.77,00001.11,00011.77,00001.24,01.500,00.042,,01.500,00.062,01.500,00.057,25.012,27.417,00.37,-0.007,0030.8,G,0,0,0,0,0,0,0,0,0
G014.0189+00.2090,014.01891,+00.20901,273.78797,-16.66681,00.45,00.44,00022.77,00002.04,00049.07,00005.83,02.883,00.021,02.5,,,,,,,00.33,-0.021,0067.1,P,0,1,0,0,0,0,0,0,0
G014.0240+00.2091,014.02398,+00.20910,273.79025,-16.66272,00.74,00.92,00010.87,00001.00,00024.31,00003.55,02.886,00.035,02.5,,,,,,,00.33,-0.003,0032.3,P,0,1,0,0,0,0,0,0,0
G014.1500+00.4388,014.14995,+00.43877,273.64253,-16.44215,00.17,00.16,00003.27,00000.50,00003.27,00000.81,01.500,00.154,,01.500,00.225,01.500,00.209,64.767,90.000,00.39,-0.018,0008.3,G,0,1,0,0,0,0,0,1,0
G014.1503+00.4380,014.15031,+00.43799,273.64342,-16.44221,00.12,00.12,00007.16,00000.77,00011.20,00001.44,01.876,00.088,01.1,02.069,00.146,01.701,00.105,47.254,11.962,00.38,-0.027,0019.1,G,0,1,0,0,0,0,0,1,0
G014.3830-00.5144,014.38304,-00.51445,274.63302,-16.69040,00.11,00.11,00011.54,00001.11,00015.45,00001.64,01.735,00.051,,01.867,00.082,01.613,00.064,02.565,09.499,00.38,-0.002,0029.0,G,0,0,0,0,0,0,0,0,1
G015.1674+00.7979,015.16739,+00.79787,273.81934,-15.37668,00.45,00.44,00033.76,00003.02,00047.24,00005.05,01.941,00.013,01.2,,,,,,,00.43,-0.002,0078.4,P,0,1,0,0,0,0,0,0,0
G015.1686+00.7963,015.16864,+00.79627,273.82119,-15.37645,00.45,00.47,00029.94,00002.68,00046.83,00005.02,02.420,00.016,01.9,,,,,,,00.42,-0.014,0070.2,P,0,1,0,0,0,0,0,0,0
G015.4857+00.3403,015.48566,+00.34028,274.39381,-15.31394,00.78,00.72,00006.25,00000.58,00020.18,00002.34,04.753,00.044,04.5,,,,,,,00.33,-0.009,0018.3,P,0,1,0,0,0,0,0,0,0
G015.4902+00.3412,015.49018,+00.34120,274.39505,-15.31019,01.61,01.83,00004.82,00000.49,00008.88,00001.50,02.537,00.053,02.0,,,,,,,00.32,-0.002,0014.1,P,0,1,0,0,0,0,0,0,0
G015.6192+01.1190,015.61918,+01.11905,273.74999,-14.82651,00.11,00.11,00011.83,00001.20,00013.63,00001.66,01.610,00.062,,01.728,00.100,01.500,00.077,75.218,13.575,00.56,-0.321,0020.0,G,0,0,0,1,0,0,1,0,0
G015.6291+01.1161,015.62907,+01.11605,273.75759,-14.81926,00.11,00.11,00016.61,00001.62,00018.16,00002.04,01.568,00.051,,01.640,00.078,01.500,00.066,115.654,17.965,00.61,-0.341,0025.9,G,0,0,0,1,0,0,1,0,0
G016.2872+00.2368,016.28720,+00.23680,274.88080,-14.65736,00.19,00.27,00002.75,00000.41,00006.19,00001.23,02.250,00.222,01.7,02.857,00.452,01.772,00.210,23.592,09.529,00.33,0.045,0008.7,G,0,1,0,0,0,0,0,0,0
G016.2881+00.2397,016.28808,+00.23970,274.87859,-14.65522,00.15,00.15,00003.93,00000.50,00006.26,00001.05,01.893,00.134,01.2,02.010,00.210,01.783,00.171,52.849,31.578,00.33,0.076,0011.4,G,0,1,0,0,0,0,0,0,0
G016.6473-00.2138,016.64735,-00.21377,275.46686,-14.55206,00.16,00.15,00003.03,00000.43,00003.36,00000.72,01.579,00.138,,01.662,00.214,01.500,00.176,124.032,45.596,00.33,0.003,0007.5,G,0,1,0,0,0,0,0,0,0
G016.6482-00.2165,016.64824,-00.21653,275.46981,-14.55257,00.12,00.12,00004.86,00000.54,00006.13,00000.88,01.684,00.088,,01.701,00.127,01.667,00.122,53.018,90.000,00.33,-0.003,0014.3,G,0,1,0,0,0,0,0,0,0
G016.7843-01.0577,016.78430,-01.05775,276.30403,-14.82648,00.35,00.33,00050.64,00004.52,00071.17,00007.37,01.983,00.011,01.3,,,,,,,00.46,-0.002,0109.9,P,0,1,0,1,0,0,1,1,0
G016.7853-01.0585,016.78529,-01.05854,276.30518,-14.82590,03.21,03.32,00003.68,00000.47,00004.58,00001.00,01.720,00.073,,,,,,,,00.45,0.004,0007.2,P,0,1,0,1,0,0,1,1,0
G016.7942-01.0609,016.79416,-01.06090,276.31165,-14.81924,00.10,00.10,00046.54,00004.17,00057.96,00005.25,01.674,00.027,,01.764,00.040,01.589,00.035,37.767,03.808,00.47,0.042,0099.2,G,0,0,0,1,0,0,1,0,0
G017.0486+00.1693,017.04859,+00.16931,275.31281,-14.01777,00.13,00.21,00003.56,00000.47,00006.33,00001.11,02.002,00.158,01.3,02.494,00.316,01.607,00.150,06.065,08.136,00.33,-0.011,0011.5,G,0,1,0,0,0,0,0,1,0
G017.0487+00.1701,017.04869,+00.17005,275.31218,-14.01733,00.11,00.11,00006.59,00000.68,00007.57,00000.94,01.607,00.065,,01.646,00.096,01.569,00.088,162.129,44.739,00.33,-0.011,0019.4,G,0,1,0,0,0,0,0,1,0
G017.1651+00.4011,017.16511,+00.40112,275.15868,-13.80580,00.10,00.10,00009.97,00000.92,00009.97,00000.98,01.500,00.035,,01.500,00.050,01.500,00.048,51.181,30.464,00.23,0.012,0037.4,G,0,1,0,0,0,0,0,0,0
G017.1663+00.4004,017.16630,+00.40044,275.15987,-13.80507,00.11,00.11,00004.69,00000.48,00005.52,00000.69,01.627,00.067,,01.700,00.103,01.557,00.087,138.285,24.213,00.24,0.023,0018.1,G,0,1,0,0,0,0,0,0,0
G017.6588-00.3363,017.65881,-00.33634,276.06771,-13.71625,00.22,00.31,00002.38,00000.37,00005.63,00001.16,02.308,00.244,01.8,03.173,00.554,01.679,00.201,148.478,07.029,00.29,0.001,0008.3,G,0,0,0,0,0,0,0,0,0
G017.6618-00.3327,017.66183,-00.33269,276.06584,-13.71187,00.14,00.18,00004.00,00000.47,00009.21,00001.31,02.276,00.140,01.7,02.712,00.258,01.910,00.148,164.812,08.503,00.29,0.003,0013.4,G,0,0,0,0,0,0,0,0,0
G017.6888+00.9557,017.68882,+00.95575,274.90982,-13.08244,00.13,00.15,00004.76,00000.58,00007.12,00001.14,01.835,00.120,01.1,01.986,00.194,01.696,00.147,03.050,21.477,00.36,0.005,0013.0,G,0,1,0,0,0,0,0,0,0
G017.6888+00.9578,017.68883,+00.95776,274.90800,-13.08148,00.29,00.19,00003.11,00000.49,00007.44,00001.54,02.319,00.243,01.8,02.891,00.480,01.860,00.239,110.277,11.263,00.36,-0.002,0008.4,G,0,1,0,0,0,0,0,0,0
G017.8566-00.0002,017.85659,-00.00016,275.85745,-13.38406,00.30,00.24,00002.60,00000.46,00005.75,00001.39,02.230,00.275,01.6,02.746,00.536,01.810,00.273,58.583,14.134,00.31,-0.029,0009.1,G,0,0,0,0,0,0,0,0,0
G017.9080-00.5811,017.90801,-00.58105,276.41020,-13.61030,00.11,00.11,00009.36,00000.89,00013.37,00001.40,01.793,00.052,,01.962,00.085,01.639,00.063,53.922,07.411,00.31,0.007,0029.7,G,0,0,0,0,0,0,0,0,0
G017.9098+00.3711,017.90976,+00.37106,275.54631,-13.16297,00.81,00.80,00011.88,00001.08,00014.91,00001.99,01.888,00.024,01.1,,,,,,,00.25,-0.002,0046.3,P,0,1,0,0,0,0,0,0,0
G017.9101+00.3721,017.91009,+00.37210,275.54549,-13.16212,00.10,00.10,00151.40,00013.48,00159.45,00014.20,01.539,00.022,,01.562,00.031,01.517,00.030,123.516,02.382,00.25,0.008,0605.6,G,0,1,0,0,0,0,0,0,0
G018.0927+01.1665,018.09275,+01.16646,274.91480,-12.62694,00.10,00.12,00022.59,00002.11,00048.82,00004.80,02.205,00.058,01.6,03.058,00.128,01.590,00.050,04.609,01.395,00.68,0.042,0036.4,G,0,0,1,1,0,0,0,0,0
G018.1050+00.1863,018.10500,+00.18627,275.80794,-13.07721,00.36,00.34,00024.83,00002.22,00036.94,00003.77,02.045,00.011,01.4,,,,,,,00.25,0.004,0097.6,P,0,1,0,0,0,0,0,0,0
G018.1065+00.1850,018.10652,+00.18500,275.80969,-13.07648,00.22,00.23,00043.00,00003.83,00061.33,00005.84,02.048,00.006,01.4,,,,,,,00.25,-0.001,0169.6,P,0,1,0,0,0,0,0,0,0
G018.2319+00.3946,018.23194,+00.39459,275.68023,-12.86722,01.50,01.49,00006.51,00000.63,00010.98,00001.99,02.429,00.052,01.9,,,,,,,00.32,-0.014,0019.7,P,0,0,0,0,0,0,0,0,0
G018.2364+00.3980,018.23637,+00.39803,275.67923,-12.86188,00.15,00.16,00003.96,00000.49,00005.96,00000.98,01.840,00.125,01.1,02.257,00.248,01.500,00.121,140.211,07.514,00.31,0.030,0013.8,G,0,0,0,0,0,0,0,0,0
G018.2658+00.2862,018.26576,+00.28624,275.79465,-12.88836,00.12,00.11,00009.97,00000.94,00019.49,00001.96,02.098,00.059,01.5,02.743,00.122,01.605,00.055,62.130,01.981,00.32,0.029,0027.6,G,0,0,0,0,0,0,0,0,0
G018.7534-00.4946,018.75336,-00.49456,276.73705,-12.82214,00.69,00.62,00007.45,00000.69,00028.03,00003.37,04.135,00.031,03.9,,,,,,,00.33,0.035,0021.7,P,0,1,0,0,0,0,0,0,0
G018.7550-00.4980,018.75496,-00.49795,276.73998,-12.82227,00.42,00.42,00017.43,00001.57,00044.85,00004.88,03.057,00.017,02.7,,,,,,,00.33,0.029,0051.2,P,0,1,0,0,0,0,0,0,0
G018.7859+00.6328,018.78590,+00.63276,275.73101,-12.26648,00.10,00.10,00020.05,00001.81,00021.11,00001.95,01.539,00.027,,01.580,00.040,01.500,00.037,174.380,11.187,00.30,-0.001,0064.6,G,0,0,0,0,0,0,0,0,0
G018.8722-00.1942,018.87216,-00.19423,276.52085,-12.57706,00.62,00.60,00017.40,00001.56,00024.56,00002.99,02.037,00.019,01.4,,,,,,,00.29,0.005,0059.0,P,0,1,0,0,1,0,0,1,0
G018.8726-00.1953,018.87263,-00.19530,276.52197,-12.57716,01.22,01.24,00007.05,00000.67,00010.35,00001.54,01.938,00.035,01.2,,,,,,,00.30,-0.017,0022.6,P,0,1,0,0,1,0,0,1,0
G019.6212-00.7008,019.62118,-00.70082,277.33661,-12.14954,00.46,00.45,00018.86,00001.69,00038.09,00004.35,02.449,00.017,01.9,,,,,,,00.28,-0.006,0065.3,P,0,1,0,0,0,0,0,0,0
G019.6232-00.7025,019.62318,-00.70249,277.33873,-12.14872,01.16,01.27,00003.42,00000.36,00011.90,00001.87,03.063,00.048,02.7,,,,,,,00.28,-0.015,0011.3,P,0,1,0,0,0,0,0,0,0
G020.4530+00.0626,020.45304,+00.06255,277.04067,-11.05846,00.12,00.35,00004.37,00000.51,00015.79,00002.11,02.851,00.182,02.4,05.161,00.569,01.575,00.102,172.747,01.680,00.36,-0.011,0013.1,G,0,0,0,0,0,0,0,0,0
G020.7316+00.4201,020.73157,+00.42015,276.85046,-10.64539,01.98,01.93,00003.71,00000.42,00009.10,00001.76,02.883,00.072,02.5,,,,,,,00.36,-0.009,0009.5,P,0,0,0,0,0,0,0,0,1
G020.7381+00.4178,020.73814,+00.41781,276.85546,-10.64084,00.18,00.13,00004.37,00000.55,00006.98,00001.17,01.896,00.135,01.2,02.355,00.272,01.526,00.128,71.257,07.373,00.36,-0.004,0012.1,G,0,0,0,0,0,0,0,0,0
G020.9232+00.2115,020.92316,+00.21145,277.12878,-10.57291,00.76,00.75,00014.57,00001.32,00023.16,00002.97,02.246,00.026,01.7,,,,,,,00.35,-0.036,0040.1,P,0,1,0,0,0,0,0,0,0
G020.9238+00.2133,020.92380,+00.21329,277.12747,-10.57153,00.69,00.69,00016.87,00001.53,00027.49,00003.33,02.244,00.023,01.7,,,,,,,00.35,-0.051,0046.6,P,0,1,0,0,0,0,0,0,0
G022.6811-00.6638,022.68114,-00.66385,278.74230,-09.41893,00.10,00.10,00020.01,00001.80,00021.01,00001.94,01.537,00.027,,01.574,00.039,01.500,00.037,70.467,13.960,00.27,0.002,0072.4,G,0,0,0,0,0,0,0,0,0
G022.6880-00.6694,022.68798,-00.66942,278.75051,-09.41543,00.10,00.10,00022.87,00002.06,00034.51,00003.15,01.843,00.031,01.1,02.147,00.053,01.581,00.037,46.552,01.513,00.29,0.000,0075.1,G,0,0,0,0,0,0,0,0,0
G023.0660+00.5185,023.06602,+00.51853,277.86078,-08.53097,01.01,00.96,00002.83,00000.30,00023.19,00004.12,05.601,00.068,05.4,,,,,,,00.34,-0.002,0007.5,P,0,0,0,0,0,0,0,0,0
G023.3695-01.0344,023.36953,-01.03437,279.39620,-08.97808,00.57,00.53,00004.55,00000.44,00036.64,00004.86,04.430,00.032,04.2,,,,,,,00.30,-0.005,0014.3,P,0,1,0,0,0,0,0,1,0
G023.3716-01.0342,023.37162,-01.03423,279.39706,-08.97552,00.47,00.50,00005.38,00000.51,00041.28,00004.83,04.195,00.025,03.9,,,,,,,00.30,-0.003,0016.7,P,0,1,0,0,0,0,0,1,0
G023.6978-01.0242,023.69777,-01.02416,279.53930,-08.68160,00.13,00.27,00003.49,00000.43,00010.37,00001.53,02.586,00.182,02.1,03.709,00.427,01.802,00.145,02.647,04.017,00.30,0.000,0011.2,G,0,1,0,0,0,0,0,0,0
G023.7014-01.0234,023.70137,-01.02338,279.54026,-08.67804,00.18,00.21,00003.36,00000.44,00010.28,00001.59,02.625,00.195,02.2,02.894,00.318,02.381,00.238,16.887,20.261,00.30,-0.004,0009.3,G,0,1,0,0,0,0,0,0,0
G023.7067+01.0167,023.70668,+01.01665,277.71331,-07.73354,00.11,00.16,00005.58,00000.60,00009.66,00001.26,01.973,00.098,01.3,02.585,00.211,01.505,00.086,165.339,03.796,00.34,-0.011,0015.2,G,0,0,0,0,0,0,0,0,0
G023.7106+01.0085,023.71065,+01.00849,277.72246,-07.73380,00.12,00.15,00005.10,00000.58,00008.32,00001.18,01.915,00.107,01.2,02.194,00.190,01.671,00.119,08.236,10.070,00.34,-0.003,0014.6,G,0,0,0,0,0,0,0,0,0
G023.9582+00.2122,023.95819,+00.21223,278.55073,-07.88191,00.12,00.14,00006.68,00000.77,00009.06,00001.35,01.747,00.100,,02.035,00.183,01.500,00.106,163.171,08.836,00.42,-0.028,0014.7,G,0,0,0,0,0,0,0,0,0
G024.4173+00.9967,024.41729,+00.99667,278.06235,-07.11272,00.10,00.10,00016.23,00001.49,00019.87,00001.91,01.660,00.036,,01.778,00.056,01.549,00.045,124.837,06.280,00.32,0.003,0049.7,G,0,1,0,0,0,0,0,0,0
G024.4180+00.9985,024.41799,+00.99854,278.06110,-07.11136,00.88,00.87,00011.78,00001.08,00017.83,00002.31,02.245,00.027,01.7,,,,,,,00.33,0.014,0035.3,P,0,1,0,0,0,0,0,0,0
G024.4539+00.2294,024.45393,+00.22939,278.76552,-07.43372,00.96,00.96,00008.46,00000.80,00027.91,00004.65,03.981,00.051,03.7,,,,,,,00.41,-0.009,0019.5,P,0,0,0,0,0,0,0,0,0
G025.0079+01.0336,025.00795,+01.03357,278.30385,-06.57177,00.16,00.19,00002.94,00000.40,00005.60,00000.99,02.071,00.166,01.4,02.349,00.288,01.825,00.189,159.822,16.168,00.28,-0.007,0009.9,G,0,0,0,0,0,0,0,0,0
G025.0133+01.0319,025.01332,+01.03188,278.30786,-06.56778,00.21,00.18,00002.24,00000.36,00003.07,00000.74,01.754,00.189,,02.011,00.338,01.529,00.205,55.293,19.365,00.27,0.005,0007.3,G,0,0,0,0,0,0,0,0,0
G025.2365-00.1499,025.23654,-00.14992,279.46786,-06.91337,00.33,00.32,00017.64,00001.60,00102.93,00010.68,04.107,00.017,03.8,,,,,,,00.49,-0.068,0035.2,P,0,0,0,1,0,0,1,0,0
G025.2507-00.1394,025.25074,-00.13943,279.46504,-06.89589,00.10,00.10,00028.60,00002.60,00028.60,00002.70,01.500,00.029,,01.500,00.042,01.500,00.041,147.934,29.522,00.48,-0.078,0058.1,G,0,1,0,1,0,0,1,0,0
G025.2531-00.1379,025.25311,-00.13795,279.46481,-06.89311,00.11,00.11,00014.00,00001.36,00024.58,00002.63,01.988,00.064,01.3,02.094,00.099,01.886,00.084,104.976,15.263,00.53,0.044,0026.2,G,0,1,0,1,0,0,1,0,0
G026.0315+00.6635,026.03151,+00.66350,279.10823,-05.83357,00.14,00.14,00003.69,00000.46,00004.27,00000.76,01.613,00.112,,01.663,00.168,01.565,00.150,148.380,62.788,00.32,0.002,0010.9,G,0,0,0,0,0,0,0,0,0
G026.2381-00.0807,026.23810,-00.08067,279.86816,-05.99157,00.91,00.90,00008.56,00000.81,00015.93,00002.01,02.078,00.026,01.4,,,,,,,00.35,-0.014,0023.6,P,0,1,0,0,0,0,0,0,0
G026.2385-00.0792,026.23845,-00.07917,279.86683,-05.99036,00.80,00.79,00008.69,00000.82,00021.07,00002.54,02.609,00.027,02.1,,,,,,,00.35,-0.012,0024.1,P,0,1,0,0,0,0,0,1,0
G026.3168+00.4097,026.31679,+00.40969,279.46652,-05.69674,00.12,00.12,00005.90,00000.68,00006.48,00001.00,01.572,00.088,,01.647,00.136,01.500,00.114,40.500,31.746,00.41,0.022,0015.1,G,0,0,0,0,0,0,0,0,0
G026.3669-00.9015,026.36691,-00.90148,280.66153,-06.25273,00.11,00.11,00006.83,00000.70,00006.83,00000.86,01.500,00.062,,01.500,00.092,01.500,00.083,52.979,37.484,00.33,-0.001,0019.5,G,0,1,0,0,0,0,0,0,0
G026.3672-00.9052,026.36719,-00.90522,280.66500,-06.25419,00.14,00.13,00005.08,00000.57,00007.49,00001.07,01.822,00.100,01.0,02.181,00.191,01.521,00.102,52.139,07.010,00.34,-0.025,0015.2,G,0,1,0,0,0,0,0,0,0
G026.5538-00.2924,026.55383,-00.29235,280.20282,-05.80788,00.13,00.13,00004.18,00000.50,00004.18,00000.71,01.500,00.099,,01.500,00.147,01.500,00.132,54.411,61.764,00.34,-0.027,0011.5,G,0,0,0,0,0,0,0,0,0
G026.7179-00.8290,026.71786,-00.82901,280.75797,-05.90748,00.11,00.12,00007.41,00000.76,00009.92,00001.20,01.735,00.069,,01.818,00.106,01.657,00.091,22.176,22.230,00.36,0.004,0019.3,G,0,1,0,0,0,0,0,1,0
G026.7186-00.8298,026.71855,-00.82979,280.75899,-05.90723,00.10,00.10,00013.33,00001.24,00015.97,00001.60,01.642,00.040,,01.703,00.061,01.583,00.054,65.572,15.296,00.36,0.005,0036.8,G,0,1,0,0,0,0,0,1,0
G027.6018+00.9365,027.60181,+00.93652,279.58819,-04.31316,01.36,01.65,00003.99,00000.46,00012.21,00002.30,02.709,00.058,02.3,,,,,,,00.40,0.000,0009.0,P,0,0,0,0,0,0,0,0,0
G028.4012+00.4776,028.40121,+00.47764,280.36437,-03.81296,00.12,00.12,00005.25,00000.60,00005.67,00000.88,01.559,00.087,,01.620,00.133,01.500,00.114,149.960,38.426,00.36,0.006,0013.1,G,0,1,0,0,1,0,0,1,0
G028.4015+00.4785,028.40154,+00.47846,280.36380,-03.81229,00.10,00.10,00108.16,00009.63,00113.91,00010.16,01.539,00.022,,01.573,00.032,01.506,00.031,178.628,03.169,00.36,0.007,0295.4,G,0,1,0,0,1,0,0,1,0
G028.5281+00.7893,028.52815,+00.78934,280.14487,-03.55744,00.11,00.12,00008.20,00000.85,00010.12,00001.29,01.667,00.072,,01.852,00.122,01.500,00.083,13.356,09.871,00.42,0.004,0019.4,G,0,1,0,0,0,0,0,1,0
G028.5283+00.7901,028.52834,+00.79010,280.14429,-03.55692,00.13,00.12,00006.34,00000.72,00007.55,00001.15,01.637,00.092,,01.787,00.153,01.500,00.110,102.562,16.304,00.43,0.008,0014.3,G,0,1,0,0,0,0,0,1,0
G028.5407+00.0049,028.54069,+00.00490,280.84967,-03.90511,00.17,00.18,00002.67,00000.40,00003.23,00000.75,01.650,00.162,,01.816,00.273,01.500,00.191,143.972,26.438,00.32,0.016,0007.8,G,0,0,0,0,0,0,0,0,0
G028.5444+00.0066,028.54436,+00.00662,280.84982,-03.90105,00.21,00.26,00002.36,00000.39,00004.69,00001.08,02.115,00.243,01.5,02.434,00.430,01.837,00.269,153.034,20.639,00.32,0.005,0008.1,G,0,0,0,0,0,0,0,0,0
G030.5562-01.0045,030.55617,-01.00452,282.67043,-02.57234,00.11,00.10,00010.45,00000.99,00011.64,00001.22,01.583,00.044,,01.671,00.068,01.500,00.057,69.021,11.957,00.33,0.006,0030.5,G,0,0,0,0,0,0,0,0,0
G030.5894-00.7516,030.58942,-00.75161,282.46027,-02.42747,00.19,00.22,00004.16,00000.52,00014.95,00002.18,02.843,00.201,02.4,03.514,00.381,02.301,00.209,32.870,08.209,00.36,0.005,0011.6,G,0,0,0,0,0,0,0,0,0
G030.5958-00.7508,030.59581,-00.75081,282.46247,-02.42142,00.11,00.11,00010.70,00001.03,00020.93,00002.18,02.098,00.064,01.5,02.345,00.108,01.877,00.077,43.550,06.411,00.35,0.003,0030.4,G,0,0,0,0,0,0,0,0,0
G030.7405+01.0080,030.74053,+01.00804,280.96256,-01.49008,00.17,00.18,00002.77,00000.39,00004.36,00000.87,01.883,00.166,01.1,01.954,00.250,01.815,00.220,22.222,65.273,00.29,-0.003,0009.9,G,0,1,0,0,0,0,0,0,0
G030.7427+01.0079,030.74272,+01.00785,280.96372,-01.48821,00.10,00.10,00057.35,00005.11,00058.17,00005.20,01.511,00.022,,01.521,00.031,01.500,00.031,145.617,16.596,00.29,-0.004,0197.0,G,0,1,0,0,0,0,0,0,0
G030.7451+01.0079,030.74508,+01.00787,280.96478,-01.48610,00.10,00.10,00029.73,00002.66,00034.64,00003.14,01.619,00.026,,01.662,00.038,01.578,00.035,87.728,07.894,00.29,-0.007,0101.9,G,0,1,0,0,0,0,0,0,0
G030.9949-00.2999,030.99491,-00.29994,282.24299,-01.86047,00.46,00.43,00028.05,00002.51,00041.02,00004.58,02.585,00.019,02.1,,,,,,,00.33,-0.000,0083.0,P,0,1,0,0,1,0,0,0,0
